,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ANKRD6,-0.07199825,0.38539004,4.3884544,-0.036503334,-0.04734075,5.48074,-0.06600789,1.2269393,-0.034665693,2.4493032,-0.05514946,-0.037322666,5.965321,-0.027067458,5.0776954,7.430829
SIRT1,-0.074125186,0.43003434,4.416364,-0.037775796,-0.04918732,5.644327,-0.067868456,1.2342433,-0.03565546,2.559009,-0.05708436,-0.038549967,6.1623206,-0.028130624,5.204536,7.619848
CRTAP,-0.07387805,0.41371793,4.4177256,-0.037621215,-0.048961744,5.625802,-0.06754495,1.2337879,-0.035518695,2.543719,-0.056832455,-0.038480412,6.1328216,-0.0280236,5.19095,7.597385
CACHD1,-0.07531873,0.43394274,4.4348073,-0.038461942,-0.050211295,5.7428827,-0.06874612,1.2407686,-0.03612586,2.6274939,-0.05816246,-0.039400466,6.2719097,-0.028739095,5.2844496,7.7348447
CENPV,-0.07633236,0.47248533,4.4424906,-0.03909599,-0.051120263,5.8206043,-0.069794685,1.2433547,-0.036690827,2.6765192,-0.059092507,-0.03980839,6.367359,-0.029140312,5.337169,7.810486
UBE2S,-0.07473668,0.4195759,4.4197493,-0.038057905,-0.049628887,5.681629,-0.06807342,1.2349713,-0.035886567,2.5881987,-0.057585847,-0.039041143,6.2138076,-0.02841982,5.2361975,7.6741314
VSIR,-0.07557899,0.45637056,4.436675,-0.038634498,-0.050465778,5.761538,-0.069098845,1.2406019,-0.03633268,2.638701,-0.058399014,-0.039427057,6.2926154,-0.028823202,5.291142,7.7470565
SP8,-0.07470679,0.4227189,4.435726,-0.03807932,-0.049645174,5.6884394,-0.068156734,1.237798,-0.03590891,2.5845737,-0.05750236,-0.039005276,6.20419,-0.02841371,5.2390265,7.6688395
TMSB4X,-0.07576688,0.4557665,4.4454484,-0.03867117,-0.05050534,5.7673078,-0.06914022,1.2468257,-0.036450412,2.6380858,-0.05843042,-0.03951957,6.3037095,-0.028876666,5.299106,7.756878
ISYNA1,-0.07772563,0.5053611,4.461431,-0.039924722,-0.05231194,5.9275284,-0.07098141,1.2516693,-0.03736992,2.7464974,-0.060320824,-0.040642925,6.492699,-0.029857585,5.4208927,7.9285827
KLF10,-0.07397153,0.42880702,4.413059,-0.037771188,-0.049063265,5.640103,-0.067885935,1.2344692,-0.035532657,2.5543287,-0.057048626,-0.03841577,6.153189,-0.02807647,5.195505,7.6072464
HSP90AA1,-0.07626631,0.46845263,4.4459643,-0.03900456,-0.05100525,5.809098,-0.06963921,1.2451364,-0.036663555,2.667096,-0.058949914,-0.039800063,6.3544626,-0.029134165,5.329963,7.8023186
GNAS,-0.07152674,0.37339267,4.380387,-0.03625521,-0.0470048,5.4510756,-0.065618455,1.2220522,-0.034391757,2.4334812,-0.054781523,-0.0371362,5.9240375,-0.026914256,5.052254,7.396845
AP1AR,-0.0770689,0.38475144,4.482483,-0.036323246,-0.04881181,5.292986,-0.06602285,1.0261571,-0.038485136,2.6620374,-0.06061512,-0.041486204,5.8939147,-0.031038448,5.04483,7.446486
GM2399,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
AQP3,-0.07340251,0.4152073,4.4132824,-0.037330534,-0.048608065,5.5937185,-0.067288734,1.229042,-0.035306275,2.5288608,-0.056481555,-0.03816223,6.0943604,-0.027742945,5.162909,7.5625405
DKK1,-0.07076897,0.34904104,4.361511,-0.035753034,-0.046399955,5.3915563,-0.06484236,1.2119541,-0.033961535,2.40144,-0.05409301,-0.03679193,5.8538795,-0.026548777,5.0069747,7.3280277
FOXP1,-0.07373961,0.42099822,4.4162674,-0.037571203,-0.04890376,5.6228666,-0.06759366,1.2325608,-0.035485957,2.5449579,-0.056783717,-0.038339835,6.127568,-0.02789054,5.1847477,7.590719
MATR3,-0.07292516,0.39626935,4.397723,-0.037014022,-0.048142027,5.5475774,-0.06666319,1.2249919,-0.035062075,2.4992478,-0.055972528,-0.03797069,6.046011,-0.02759937,5.1294594,7.5134487
CST3,-0.071367234,0.3935304,4.359323,-0.03621653,-0.046949834,5.43995,-0.06569414,1.2194854,-0.034346,2.4306717,-0.054742426,-0.036906682,5.9251895,-0.026844386,5.0420055,7.3787107
FOXD3,-0.075953685,0.4496782,4.4518743,-0.03881136,-0.05070018,5.792722,-0.069338225,1.2495958,-0.03648327,2.6512423,-0.058601003,-0.039644957,6.3237534,-0.028900437,5.320424,7.7800283
GATA6,-0.07072914,0.35055843,4.366495,-0.035728328,-0.04627926,5.378275,-0.06474798,1.2173351,-0.033974722,2.387686,-0.05398102,-0.036769312,5.842446,-0.02659167,5.0008087,7.3216324
CTDSPL,-0.07277732,0.39417496,4.407957,-0.036935795,-0.04805014,5.544152,-0.06659184,1.2283547,-0.035018496,2.4946697,-0.05582814,-0.037886925,6.03054,-0.027474828,5.122835,7.503072
MANBA,-0.07423818,0.43066165,4.4270964,-0.037800804,-0.049244713,5.6524253,-0.067965545,1.23709,-0.03572091,2.5614042,-0.05711607,-0.03862037,6.167634,-0.028184528,5.2112637,7.630072
NR1D2,-0.07382891,0.42367676,4.4160995,-0.037623156,-0.04896301,5.629563,-0.067648545,1.2363518,-0.035520025,2.5482578,-0.056838825,-0.038389493,6.1353526,-0.027956942,5.189851,7.59716
RAD51,-0.07788362,0.50043815,4.4685154,-0.039974105,-0.052433185,5.9371324,-0.07102435,1.2501932,-0.0374149,2.7525132,-0.060417168,-0.040779293,6.5021033,-0.029974904,5.4288526,7.9468937
GRB10,-0.07234887,0.37795255,4.389829,-0.036626343,-0.047671318,5.5092654,-0.06613792,1.2217131,-0.03473671,2.4790514,-0.055455822,-0.037671454,5.990543,-0.027267575,5.0951705,7.464542
BUB1B,-0.07669821,0.4721924,4.4534783,-0.03925209,-0.05124585,5.837057,-0.06989947,1.254613,-0.036882427,2.679441,-0.05924687,-0.04002397,6.388398,-0.029337427,5.355235,7.832817
AGPAT4,-0.077089705,0.49388194,4.4529824,-0.039551012,-0.051758304,5.8771863,-0.07047129,1.2485846,-0.03706381,2.7114453,-0.05975993,-0.04024046,6.4364996,-0.029554278,5.383291,7.8735495
ECD,-0.072137944,0.3929449,4.3855777,-0.036586393,-0.04747224,5.4892564,-0.06617506,1.2249622,-0.034709886,2.4560096,-0.05529467,-0.037376102,5.9811997,-0.02718246,5.085635,7.4410405
CRAMP1L,-0.076656,0.48085755,4.4480343,-0.03926685,-0.051360197,5.839608,-0.06997517,1.2455783,-0.03686572,2.690934,-0.05936231,-0.040038433,6.3925805,-0.02932902,5.3531284,7.8383822
TCEA1,-0.07251167,0.18242516,4.5899153,-0.037185352,-0.04753645,5.620308,-0.069969505,1.1314843,-0.033098266,2.421401,-0.056131504,-0.035751443,6.296825,-0.026458511,5.460496,7.539643
SNHG12,-0.09846653,0.5976269,0.9502993,-0.060320325,-0.085962206,7.914436,-0.07755559,0.70205903,-0.037013497,5.307294,-0.09646839,-0.06315866,9.273044,-0.04894357,6.401176,10.005448
GM9531,-0.09773691,1.6263713,0.37456504,-0.06310757,-0.07795217,7.44098,-0.0789378,1.1137854,-0.038962014,4.59339,-0.09107542,-0.06466181,9.497058,-0.05259596,6.685602,8.964727
RIF1,-0.0719739,0.366898,4.336273,-0.036563445,-0.0475275,5.4918804,-0.06585593,1.2134233,-0.034356974,2.4884498,-0.05542669,-0.037716877,6.0122304,-0.02728414,5.1026177,7.480138
MCAM,-0.076028354,0.4623916,4.448581,-0.038853236,-0.050807837,5.7941775,-0.069418974,1.2453327,-0.036563378,2.659362,-0.05873933,-0.039704297,6.3294578,-0.029002994,5.31628,7.7859035
ZFP296,-0.074388295,0.94482905,4.4411817,-0.043401945,-0.049855478,5.717997,-0.07080007,1.4521103,-0.039102506,2.4284894,-0.0590812,-0.04037309,6.39909,-0.0328929,5.4501343,7.4670873
SSR3,-0.07277735,0.40706965,4.3952303,-0.036989205,-0.048085127,5.5480733,-0.06675922,1.2260274,-0.034986436,2.4999084,-0.055903222,-0.037749294,6.0428877,-0.027441649,5.123847,7.504126
SLC16A6,-0.06729701,0.6232811,4.3428373,-0.03262718,-0.045897856,5.890503,-0.070876606,0.63511103,-0.032488916,2.09976,-0.051217277,-0.03201514,5.43255,-0.021644413,5.3925214,6.7879686
EZH1,-0.077666506,0.4927071,4.464036,-0.039852805,-0.05219117,5.918509,-0.07079518,1.2548605,-0.037306733,2.736792,-0.060175918,-0.040607546,6.4835844,-0.029802172,5.415638,7.921661
CCNG1,-0.07581682,0.45750564,4.4448466,-0.03870478,-0.050554052,5.7670965,-0.06914825,1.2439482,-0.03647455,2.6400242,-0.05851571,-0.039567553,6.306543,-0.028935606,5.2988806,7.760416
FZR1,-0.074566655,0.43687174,4.420978,-0.03803512,-0.049563635,5.680331,-0.06818359,1.2382408,-0.035882927,2.583202,-0.05745313,-0.038843434,6.198488,-0.02834002,5.228293,7.6555605
IMPDH1,-0.0762522,0.4569259,4.4375114,-0.039038572,-0.050969165,5.8108172,-0.069476634,1.2497482,-0.036606275,2.6704235,-0.05896542,-0.039900362,6.3582544,-0.029226732,5.334119,7.806121
SLC25A4,-0.07258384,0.39955214,4.3936806,-0.036821313,-0.047850903,5.5240784,-0.06648903,1.2284323,-0.03493563,2.4840193,-0.055688657,-0.037672468,6.019234,-0.027368752,5.10862,7.4801064
TRIM28,-0.06583251,0.4276742,1.75586,-0.036433022,-0.04977827,5.0737824,-0.05578745,0.7504382,-0.023737244,3.0442245,-0.058703642,-0.04062031,5.9805474,-0.031060468,4.66634,6.9855804
MTHFD2,-0.06980125,0.342297,4.3304286,-0.03519789,-0.04554322,5.302905,-0.064012386,1.2024173,-0.03354688,2.3420246,-0.053208664,-0.036111135,5.7675133,-0.026132885,4.9361687,7.2293973
HIST1H1B,-0.074984066,0.4420614,4.436412,-0.0381986,-0.04985726,5.702749,-0.06845134,1.2373656,-0.03609612,2.5995514,-0.057805967,-0.039109215,6.2271743,-0.028508995,5.2480416,7.6916976
ZFP275,-0.07590966,0.47389787,4.4386983,-0.03886757,-0.050757278,5.7898026,-0.06951804,1.244121,-0.036535416,2.6562319,-0.058760665,-0.039541684,6.329103,-0.028933717,5.3136516,7.7758756
TAF1,-0.07422725,0.43478072,4.4091854,-0.03782737,-0.04924522,5.6472178,-0.06791935,1.2327609,-0.03572686,2.5646653,-0.057205517,-0.03858533,6.170393,-0.028135048,5.2052774,7.625311
CKB,-0.076374985,0.4674013,4.4553485,-0.03908749,-0.051064678,5.820792,-0.06972665,1.2514834,-0.0367286,2.6703904,-0.059021678,-0.039859116,6.363829,-0.029142339,5.3406563,7.8137
NOP56,-0.068474874,0.65181893,4.351132,-0.03329921,-0.04698592,5.9927316,-0.07196768,0.6230807,-0.033044875,2.1583018,-0.052308686,-0.03268084,5.53658,-0.022145223,5.4680476,6.883888
COPA,-0.07547152,0.463575,4.427169,-0.038641877,-0.05040736,5.75722,-0.069159195,1.2397764,-0.036281053,2.6328664,-0.058365133,-0.03929064,6.291551,-0.02881833,5.288792,7.739249
SKIL,-0.07123059,0.387027,4.360364,-0.036066294,-0.046779163,5.4219666,-0.065501705,1.2146076,-0.034269407,2.4198964,-0.054571856,-0.03683988,5.907387,-0.026791543,5.029656,7.3630567
RRBP1,-0.074900284,0.44357166,4.4278965,-0.03822312,-0.049844693,5.704531,-0.0684642,1.2394184,-0.036044233,2.5999486,-0.057788722,-0.039014276,6.231058,-0.02846139,5.2487717,7.6843853
PHB2,-0.06932055,0.8127808,4.3809743,-0.040045157,-0.045432378,5.3203516,-0.06631459,1.418882,-0.036526535,2.1746125,-0.054406565,-0.03731517,5.919438,-0.030179698,5.1321735,7.0424185
IFITM3,-0.075189345,0.4314759,4.454386,-0.038370717,-0.049916,5.7232423,-0.06859671,1.2541593,-0.036156174,2.5925896,-0.057812642,-0.03919527,6.2462177,-0.028601931,5.277006,7.7047443
MRPS5,-0.067144066,0.2850975,3.891285,-0.03100259,-0.050561633,4.999203,-0.060221,1.3701279,-0.027545337,2.0585494,-0.050285332,-0.035653822,5.325875,-0.031730924,4.6530733,7.109916
GM43558,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
TMEM231,-0.07649161,0.47205,4.4472013,-0.03916216,-0.05121846,5.830389,-0.069857575,1.2458968,-0.03674829,2.6820188,-0.059189834,-0.03991988,6.376988,-0.029237885,5.346195,7.8217373
ZFP990,-0.054885752,0.15024057,2.8360884,-0.042732313,-0.044649217,4.877688,-0.053955264,1.0039022,-0.025529854,1.677373,-0.06079627,-0.021756848,4.772858,-0.020717978,3.3357596,5.809339
ZFP148,-0.0725923,0.3929907,4.388644,-0.03684606,-0.0478844,5.524714,-0.06649124,1.2237993,-0.034875263,2.4824643,-0.055689827,-0.037706193,6.021153,-0.027429717,5.1122274,7.483685
MIR295,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
PHF12,-0.07440957,0.4187133,4.4248104,-0.0378432,-0.049336903,5.6614943,-0.067876846,1.2363347,-0.035759646,2.573121,-0.057236116,-0.038820658,6.179446,-0.028253552,5.2203875,7.6421213
MT-TF,-0.09936362,0.42783,0.0061497763,-0.052863173,-0.08241375,7.927637,-0.07337574,0.42308885,-0.03258135,5.3858743,-0.08673254,-0.06729385,9.191634,-0.042922825,6.2997046,9.134737
HSP25-PS1,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
AF357399,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
CLN6,-0.07605618,0.47147375,4.439018,-0.038967688,-0.050898336,5.8029647,-0.06959885,1.2453089,-0.03658302,2.663439,-0.05886699,-0.039644103,6.3445477,-0.029013842,5.324298,7.784832
TAF5,-0.07526204,0.45284373,4.429801,-0.038396273,-0.050094932,5.728118,-0.06873931,1.2437851,-0.03622352,2.6163015,-0.058046196,-0.03920493,6.261257,-0.028637728,5.2660456,7.7121234
SNORA33,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
PRPS2,-0.076791726,0.4744442,4.4571404,-0.03927736,-0.0514437,5.8509645,-0.0699882,1.2493335,-0.036906354,2.6984408,-0.059392557,-0.04017602,6.395055,-0.029383833,5.3582797,7.848707
MXD4,-0.07421175,0.4253592,4.4254436,-0.037734505,-0.0491861,5.645045,-0.067824155,1.2367057,-0.03570844,2.5586681,-0.057054367,-0.038627427,6.160879,-0.028156959,5.204651,7.6242733
MDK,-0.06589103,0.73444724,4.2971954,-0.03784111,-0.04258646,5.0518723,-0.06326819,1.3851763,-0.034726154,2.0158443,-0.051332887,-0.035244368,5.6111045,-0.028362352,4.915142,6.7403574
MAPKAPK2,-0.074509114,0.4320396,4.4253645,-0.037976,-0.049527552,5.6796703,-0.06816464,1.2365906,-0.03580825,2.584911,-0.057434954,-0.038802624,6.193944,-0.028277444,5.228954,7.6521654
DDIT3,-0.07426711,0.4121084,4.414768,-0.037851732,-0.04935141,5.661662,-0.06783044,1.2309936,-0.035634268,2.5763445,-0.057269845,-0.038815275,6.177938,-0.028217554,5.21913,7.647374
PRRX2,-0.07338009,0.40009317,4.4140143,-0.037282865,-0.048578147,5.5921125,-0.06715115,1.2273189,-0.035247575,2.526294,-0.056374867,-0.03820776,6.086191,-0.027726667,5.1611333,7.556655
HKDC1,-0.07542804,0.46566215,4.4384885,-0.03857776,-0.05040323,5.761053,-0.06909985,1.2461182,-0.036299866,2.6423686,-0.05835235,-0.03935173,6.283509,-0.028686702,5.285745,7.742324
MSC,-0.07597237,0.46459675,4.4458623,-0.038869433,-0.05075723,5.7920756,-0.069477506,1.2470341,-0.036527317,2.651615,-0.058712397,-0.039599027,6.332736,-0.028973201,5.3217444,7.781594
APEX1,-0.07695065,0.46962714,4.4595623,-0.039336942,-0.051439732,5.850317,-0.069924556,1.2540361,-0.037006855,2.6946442,-0.059452064,-0.04029501,6.406174,-0.029482322,5.364996,7.857787
FOXJ3,-0.07671146,0.46344745,4.4557495,-0.039257016,-0.051335953,5.8430204,-0.06990988,1.2503203,-0.03681244,2.687902,-0.05931695,-0.04013408,6.3956175,-0.029394928,5.3618875,7.847021
NUPR1,-0.075082466,0.43512073,4.4406586,-0.038252555,-0.049885843,5.7116647,-0.0684426,1.2440917,-0.03611608,2.6000967,-0.05776467,-0.03918836,6.232038,-0.028594723,5.256866,7.6970425
PIAS2,-0.076663814,0.47871688,4.452988,-0.039258134,-0.05137037,5.842596,-0.069984704,1.2477015,-0.03686962,2.6918135,-0.05933483,-0.04005855,6.391267,-0.029335793,5.353879,7.839033
SMS,-0.07089443,0.36136222,4.367371,-0.035817366,-0.04639059,5.390076,-0.064953834,1.2176666,-0.03410201,2.3945158,-0.054134164,-0.036746453,5.861283,-0.026592487,5.0089107,7.3302045
HSPG2,-0.07622888,0.47107753,4.4473834,-0.03900611,-0.050976552,5.809886,-0.06961276,1.2489731,-0.036679897,2.6680672,-0.05893388,-0.03979168,6.350508,-0.029107945,5.3293853,7.799637
HMGA2,-0.07045635,0.34622824,4.352255,-0.03556319,-0.046153028,5.3600225,-0.06454791,1.2056967,-0.03382128,2.3830225,-0.053810634,-0.03660677,5.820659,-0.026442757,4.9793177,7.295186
USP9X,-0.07156644,0.38673759,4.3704376,-0.036271494,-0.04706316,5.4489913,-0.06573725,1.2160729,-0.034427885,2.4362643,-0.05486935,-0.037079968,5.932849,-0.02691742,5.0513515,7.3964643
ANKS1,-0.07625522,0.47126946,4.443643,-0.039024368,-0.05098512,5.811446,-0.06966033,1.2485666,-0.036672466,2.6673298,-0.058967948,-0.039749928,6.3575964,-0.029098812,5.3324146,7.798983
HMCES,-0.07224992,0.40557158,4.3743134,-0.03675426,-0.047683332,5.510079,-0.0664613,1.2272538,-0.034761973,2.4735093,-0.05550996,-0.03738794,6.007901,-0.027197795,5.0989885,7.454099
ELF2,-0.07232943,0.39223197,4.3865767,-0.036687307,-0.047681756,5.510044,-0.06634787,1.2228686,-0.034775067,2.4730537,-0.055476367,-0.03751415,5.9992566,-0.02724014,5.0975933,7.4620295
GM24564,-0.09237764,0.6434906,-0.0027355938,-0.04736361,-0.08174874,6.8214655,-0.06782194,0.914305,-0.024797494,4.407283,-0.08270204,-0.060083937,8.412559,-0.050537232,5.813452,8.9177
MTCL1,-0.07415482,0.43148088,4.4182696,-0.037781764,-0.049237557,5.652462,-0.06795117,1.234159,-0.035661664,2.566677,-0.057139143,-0.038558636,6.1639667,-0.028137863,5.2077246,7.623764
PAX8,-0.067698106,0.2940407,4.254092,-0.03411539,-0.04416478,5.173932,-0.06199408,1.1854433,-0.03243626,2.2801015,-0.051584583,-0.035400517,5.575772,-0.02538081,4.813993,7.070455
ARF4,-0.07363179,0.40765047,4.4455047,-0.037821863,-0.049177207,5.6342096,-0.06763673,1.229503,-0.03558465,2.5521898,-0.05706651,-0.038275894,6.1231484,-0.028082322,5.1828785,7.615271
RBMXL2,-0.07411686,0.4273542,4.4198465,-0.03773626,-0.049154468,5.646835,-0.06784206,1.2365879,-0.03564821,2.5611403,-0.057044905,-0.038553305,6.157944,-0.0280896,5.2052236,7.616398
SHKBP1,-0.076730706,0.47069705,4.4515877,-0.039272178,-0.051363952,5.8396144,-0.06995846,1.2463349,-0.036854725,2.6861498,-0.059351996,-0.040064536,6.3936768,-0.029344153,5.355767,7.8396707
DCXR,-0.07757252,0.4888433,4.4606767,-0.03984257,-0.052203443,5.916235,-0.07077574,1.2481078,-0.037230045,2.7375157,-0.06016423,-0.040600646,6.4774795,-0.029781898,5.4130836,7.9202414
ASAH1,-0.07382193,0.42456314,4.4114237,-0.03758815,-0.048936248,5.6230407,-0.06759365,1.2327399,-0.035521217,2.5478468,-0.05682288,-0.038390294,6.1335044,-0.027977027,5.1852293,7.5919137
NFIB,-0.07557414,0.45382208,4.4412646,-0.03859492,-0.050395068,5.7577977,-0.06904857,1.2447307,-0.03635984,2.6331327,-0.058345728,-0.039384622,6.2908607,-0.028735306,5.289484,7.7432265
SNAI1,-0.080849215,0.97486013,3.25067,-0.037664734,-0.05477439,5.0241346,-0.07244842,0.854782,-0.03539565,3.0614533,-0.06292248,-0.038928885,7.616823,-0.035401504,5.6615305,6.9363747
HNRNPD,-0.07032948,0.35875425,4.34248,-0.035536356,-0.045992866,5.3459525,-0.06449205,1.2114422,-0.033848945,2.373159,-0.053708255,-0.036411185,5.8178225,-0.026356062,4.9690504,7.280189
1110038B12RIK,-0.07870029,0.5087569,4.471026,-0.040502682,-0.053330455,6.018774,-0.07182024,1.2485112,-0.037717648,2.8109667,-0.061238647,-0.04126656,6.588166,-0.030319631,5.481362,8.018766
EPHA2,-0.07604407,0.46684077,4.44532,-0.038879953,-0.05078798,5.7906113,-0.06943463,1.2463282,-0.036593206,2.6553779,-0.058763105,-0.03966997,6.333545,-0.029015834,5.3156633,7.7831626
ORC2,-0.07546617,0.44850135,4.4406734,-0.03856061,-0.050319254,5.7492104,-0.068976834,1.2411392,-0.03627518,2.624594,-0.05824542,-0.03933569,6.2813168,-0.028740764,5.2856436,7.736937
UHRF1,-0.077155754,0.48099023,4.4627404,-0.039537814,-0.051713612,5.8756666,-0.07029776,1.253337,-0.037097428,2.7067945,-0.059697136,-0.040333524,6.4307256,-0.029577905,5.382501,7.875842
DDX58,-0.076266676,0.48461932,4.4421124,-0.03905448,-0.05096617,5.8120623,-0.06980154,1.2507628,-0.036726836,2.6646988,-0.05900355,-0.03969112,6.361271,-0.02910112,5.336362,7.794672
GM24201,-0.10458818,0.8843312,0.4181027,-0.057746317,-0.08318537,7.8889875,-0.08013843,0.7670741,-0.0364336,5.203117,-0.0942216,-0.06579409,9.760095,-0.047892068,6.6993065,9.855251
HIST1H2BF,-0.073235966,0.3960952,4.3939114,-0.037281178,-0.048527353,5.584025,-0.0670301,1.22306,-0.03513614,2.5252917,-0.056380022,-0.038147245,6.083037,-0.027706701,5.1553335,7.5467043
AGAP3,-0.07855839,0.51949525,4.4622035,-0.04041049,-0.05303554,5.9915733,-0.07161092,1.2545445,-0.037735168,2.792251,-0.06105913,-0.04114102,6.5688796,-0.030273622,5.4673676,7.9957595
PRDX1,-0.071734786,0.38210896,4.3793764,-0.03641422,-0.04722604,5.465002,-0.065883584,1.2189007,-0.034486648,2.439845,-0.054991756,-0.03718703,5.948697,-0.027014848,5.0657167,7.413682
ZFP980,-0.07323879,0.40266624,4.3980527,-0.037265334,-0.048483834,5.577866,-0.06698248,1.2251247,-0.035186537,2.5216558,-0.056359977,-0.03817061,6.0826535,-0.027752282,5.151823,7.548477
ADGRE5,-0.07723263,0.49244073,4.4579782,-0.039588265,-0.051895313,5.891118,-0.07051389,1.2494141,-0.037131056,2.7261171,-0.05989113,-0.040381588,6.4450645,-0.029568018,5.3890424,7.8866086
